지역명(쿼리용),지역평균고도,강수계속시간,최다강수량(1H),일강수량,최대풍속,평균기온,전일침수발생여부,침수발생여부(지도학습용)
종로,86,14.5,8.7,17,4.5,26,1,1
종로,86,15.5,40.7,137.7,10.4,21.4,0,1
종로,86,11,0.2,0.2,5.6,16.7,1,1
종로,86,8,60,160.7,7.7,23.7,0,1
종로,86,24,53,288,6.8,23.2,1,1
종로,86,22,45,130.2,7.4,23.7,1,1
종로,86,24,4,9.5,4.6,25.1,1,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
종로,86,0,,,,,0,1
중구,267,15,8.5,34.5,5,23.1,0,1
중구,267,24,11,21.5,4,23,1,1
중구,267,2,10.5,17.5,2.2,25.7,1,1
중구,267,24,44,95,5.2,25.2,1,1
중구,267,24,75.5,267,8.5,24.3,1,1
중구,267,12,39.5,58.5,2.7,25.1,1,1
중구,267,22,43,75.5,7.1,24,1,1
중구,267,10,12,26.5,6,19.1,1,1
중구,267,7,17,30.5,7.2,20.6,1,1
중구,267,2,0.2,0.2,2,25.7,1,1
중구,267,8.5,32,53,7.1,23.9,1,1
중구,267,10,2.5,2.5,5.6,19.1,1,1
중구,267,11,7,11,4.2,23,1,1
중구,267,0,0,0,2.6,24.6,1,1
중구,267,0,0,0,2.9,28.4,1,1
중구,267,24,27,49.5,6.9,22,1,1
중구,267,24,0.5,0.5,6.2,24,1,1
중구,267,0,0,0,2.8,23.1,1,1
중구,267,0,0,0,4.9,23.5,1,1
중구,267,0,0,0,2.8,25.3,0,1
중구,267,0,0,0,2,25.1,1,1
중구,267,21,7.5,11,1.9,26.1,1,1
중구,267,0,0,0,4.5,28.3,1,1
중구,267,0,0,0,11.3,27.1,1,1
중구,267,21,12,64,6.1,23.6,1,1
중구,267,24,5.5,17.5,1.2,24.2,1,1
중구,267,5,4,7,2.1,26.2,1,1
중구,267,21,13,39,3.2,24.2,1,1
중구,267,24,40,175,2.9,22.7,1,1
중구,267,24,29,171,12.4,19.9,1,1
중구,267,24,14,54.5,13.5,20,1,1
중구,267,0,0,0,3.6,23.7,1,1
중구,267,18,51,98.5,7.5,24.6,0,1
중구,267,14,2,6,4.9,25.5,1,1
중구,267,16,10,57.5,6.5,21,1,1
중구,267,7,46,99,6.1,24.8,1,1
중구,267,12,1,1,8.4,4.9,1,1
중구,267,0,0,0,2.9,28.4,1,1
중구,267,14,1.5,6,5.7,16.5,1,1
중구,267,17,0.5,1,6,20.9,1,1
중구,267,18,16,71,2.4,23.6,0,1
중구,267,21,59.5,117.5,7.6,23.1,1,1
중구,267,24,4,4.5,5.5,24.4,1,1
중구,267,0,0,0,3.6,23.8,1,1
중구,267,15,22,75,7.4,20.7,1,1
중구,267,2,1,1,4.6,23.3,0,1
중구,267,23,16.5,88,5.9,19.5,1,1
중구,267,23,2,5,2.7,21.6,1,1
중구,267,24,32,142,5.1,22,1,1
중구,267,0,0,0,2.5,21.4,1,1
중구,267,0,0,0,4.2,24.8,1,1
중구,267,18,73.5,263.5,5.2,20.5,0,1
중구,267,22,0.5,0.5,4.7,15.4,1,1
중구,267,8,32.5,105.5,9.7,24.1,0,1
중구,267,24,47.5,265.5,5.7,23.2,1,1
중구,267,23,27.5,88.5,1.6,23.7,1,1
중구,267,24,6,7,1.5,25.5,1,1
중구,267,22,49.5,64.5,5.7,24.6,0,1
중구,267,12,17.5,52,4.5,22.9,0,1
중구,267,24,1.5,5,2.1,22.8,1,1
중구,267,0,0,0,2.7,22.8,1,1
중구,267,9,10.5,19,6.3,20.2,1,1
중구,267,24,43,104.5,6.3,22.3,1,1
중구,267,24,0.5,0.5,1.3,22.1,1,1
중구,267,0,0,0,1.6,23.5,1,1
중구,267,24,1.5,5.5,5,22,0,1
중구,267,0,0,0,4.9,20.8,1,1
중구,267,0,0,0,6.2,19.7,1,1
중구,267,0,0,0,5.1,17.4,1,1
중랑,39,14,7,26.5,5.2,25.4,0,1
중랑,39,24,19,31,5,25.6,1,1
중랑,39,2,0.5,0.5,2.9,28.1,1,1
중랑,39,24,25,84.5,5.1,26.5,1,1
중랑,39,24,75.5,254,5.9,26,1,1
중랑,39,7,45.5,58.5,4.7,27.4,1,1
중랑,39,24,27.5,92.5,3.8,25.8,1,1
중랑,39,24,37,86.5,5.9,26.6,1,1
중랑,39,24,61.5,301,5,23.9,1,1
중랑,39,16,0.5,0.5,4,26.3,1,1
중랑,39,14,32,62.5,5.1,24.5,1,1
중랑,39,22,13.5,22.5,4.8,27.1,1,1
중랑,39,10,6,9,4.1,25.7,1,1
중랑,39,0,0,0,3.4,27,1,1
중랑,39,0,0,0,2.8,1,1,1
중랑,39,24,22.5,48.5,5.2,24.4,1,1
중랑,39,4,14.5,14.5,2.9,26.1,1,1
중랑,39,13,1,1,3.4,25.8,1,1
중랑,39,0,0,0,2.6,26.2,1,1
중랑,39,0,0,0,4.7,26.3,0,1
중랑,39,19,1,1,5.5,26.3,1,1
중랑,39,20,14.5,22,4,27.5,1,1
중랑,39,0,0,0,2.8,29.8,1,1
중랑,39,0,0,0,2.8,1,1,1
중랑,39,21,22,74.5,4,25,1,1
중랑,39,24,4.5,14,3.6,25.1,1,1
중랑,39,0,0,0,2.8,1,1,1
중랑,39,13,11.5,32,6.9,22.8,1,1
중랑,39,24,31.5,157,5,23.5,1,1
중랑,39,24,37,207,6.1,20.7,1,1
중랑,39,21,12.5,41.5,9.2,23,1,1
중랑,39,0,0,0,6.2,24.5,1,1
중랑,39,19,0.5,1,1,20,0,1
중랑,39,11,3,9,1.2,19.9,1,1
중랑,39,0,0,0,2.1,20.2,1,1
중랑,39,0,0,0,1.2,20,1,1
중랑,39,19,0.5,1.5,1.4,19.8,1,1
중랑,39,0,0,0,0.8,20.1,1,1
중랑,39,13,16,64,1,19.9,1,1
중랑,39,24,34.5,48.5,1,19.8,1,1
중랑,39,0,0,0,1.1,20.2,1,1
중랑,39,0,0,0,4.4,23.7,0,1
중랑,39,23,1,4,4.5,22.1,1,1
중랑,39,11,14.5,31.5,4.3,22.3,1,1
중랑,39,24,75,145.5,3.8,25.4,1,1
중랑,39,17,3.5,4,4.2,27.6,1,1
중랑,39,18,11.5,56.5,5.9,25.6,1,1
중랑,39,23,63.5,180,5.5,23,1,1
중랑,39,0,0,0,3.9,26.1,1,1
중랑,39,0,0,0,3.4,25.1,1,1
중랑,39,14,22.5,84,6.4,22.2,1,1
중랑,39,24,73,227.5,7.6,22.3,0,1
중랑,39,0,0,0,4.8,17.6,1,1
중랑,39,8,64.5,180,6.4,26.6,0,1
중랑,39,24,62.5,301,5.1,25.1,1,1
중랑,39,24,34.5,91.5,5.6,26.6,1,1
중랑,39,0,0,0,4.9,27.8,1,1
,267,0,0,0,2.8,2.7,0,0
,267,2.08,0,0.3,4.2,5,0,0
,267,0,0,0,4,2,0,0
,267,0,0,0,4,3.9,0,0
,267,0,0,0,5.6,3.8,0,0
,267,0,0,0,5.1,5.4,0,0
,267,0,0,0,3,4.6,0,0
,267,2.25,0,0,4.9,6.5,0,0
,267,1.17,0,0,5.8,1.5,0,0
,267,0,0,0,7,-3.7,0,0
,267,0,0,0,5.4,-3.8,0,0
,267,1.67,0,0,6.5,-2.2,0,0
,267,3.42,0,0.6,7,-6,0,0
,267,0,0,0,7,-8.4,0,0
,267,0,0,0,5,-6.6,0,0
,267,0,0,0,2.9,-3.8,0,0
,267,0,0,0,2.6,-2,0,0
,267,0.83,0,0,3.1,-0.5,0,0
,267,0,0,0,4.6,-1.2,0,0
,267,6.75,0,4,6.4,-4.4,0,0
,267,6.72,0,2.1,5.8,-5.2,0,0
,267,0.42,0,0,6.2,-8.3,0,0
,267,0,0,0,4.7,-8.9,0,0
,267,0,0,0,4.1,-7,0,0
,267,0,0,0,4,-5.2,0,0
,267,0.83,0,0.3,5.6,-1.3,0,0
,267,1.67,0,3,6.1,-2.6,0,0
,267,0,0,0,3.3,-1.6,0,0
,267,13.2,0,4.5,4.2,0.8,0,0
,267,1.58,0,0.1,5.8,-4.8,0,0
,267,0,0,0,3.5,-5.4,0,0
,267,0,0,0,5.2,-4,0,0
,267,0,0,0,6,-2.7,0,0
,267,0,0,0,4.4,1.5,0,0
,267,0,0,0,3,0.9,0,0
,267,9.95,0,0.5,4.8,1.2,0,0
,267,0,0,0,4.8,-1.7,0,0
,267,0,0,0,3.5,-2,0,0
,267,0,0,0,4.9,-2.2,0,0
,267,0,0,0,6.7,-5.3,0,0
,267,0,0,0,6.2,-6.6,0,0
,267,0,0,0,5.6,-4.8,0,0
,267,0,0,0,4.8,-2.2,0,0
,267,0,0,0,3.9,0.1,0,0
,267,0,0,0,4.2,0.3,0,0
,267,0,0,0,3.4,1.8,0,0
,267,1.12,0,0,4.1,5.5,0,0
,267,5.17,0,4,6.1,0.8,0,0
,267,0,0,0,6.2,-2.6,0,0
,267,8.62,0,1,4.5,2.3,0,0
,267,3.08,0,0.5,7.8,-1.5,0,0
,267,0,0,0,3.2,-0.6,0,0
,267,10.92,0,5.1,6.7,1.7,0,0
,267,0,0,0,6.7,-1.5,0,0
,267,0,0,0,5.5,-0.8,0,0
,267,0,0,0,5.4,2.6,0,0
,267,0,0,0,5.2,3.6,0,0
,267,0,0,0,4,3.7,0,0
,267,0,0,0,4.2,5.6,0,0
,267,7.67,0,5,5.9,5,0,0
,267,2.92,0,0.5,5.7,1.8,0,0
,267,0,0,0,5,3.3,0,0
,267,0,0,0,3.9,5.7,0,0
,267,3.17,0,0.5,4.9,5.2,0,0
,267,0,0,0,6.7,0.1,0,0
,267,0.42,0,0,6.5,-1.3,0,0
,267,0.58,0,0,6.2,-0.1,0,0
,267,0,0,0,7.3,3.2,0,0
,267,0,0,0,5,4.8,0,0
,267,0,0,0,5.2,7.3,0,0
,267,1.25,0,0,6.1,8.2,0,0
,267,0,0,0,5.1,6.9,0,0
,267,0,0,0,6,5.8,0,0
,267,0,0,0,5,6.3,0,0
,267,0,0,0,5.2,6.2,0,0
,267,0,0,0,5.6,7.7,0,0
,267,0,0,0,5.9,9.5,0,0
,267,0,0,0,4.1,10.9,0,0
,267,0,0,0,4.3,10.2,0,0
,267,0,0,0,6.2,7.4,0,0
,267,0,0,0,5.4,7.6,0,0
,267,0,0,0,5.4,9.1,0,0
,267,0,0,0,4.9,8.7,0,0
,267,0,0,0,4.9,8.1,0,0
,267,0,0,0,5,7.3,0,0
,267,2.58,0,0.4,8.5,6.1,0,0
,267,0,0,0,4.6,7.1,0,0
,267,0,0,0,4.6,8.8,0,0
,267,0,0,0,4.4,10.6,0,0
,267,9.17,0,1.5,4.9,8.6,0,0
,267,0.67,1,1,5.2,9,0,0
,267,0,0,0,5.3,9,0,0
,267,0,0,0,5.4,11.4,0,0
,267,0,0,0,5,14.1,0,0
,267,15.5,8.5,37.5,5.5,12,0,0
,267,9.17,2,3,5.1,10.4,0,0
,267,0,0,0,4.8,14.5,0,0
,267,1.83,0.5,0.5,5.6,13,0,0
,267,3.75,0.5,0.5,5.8,14.8,0,0
,267,0,0,0,5.4,16.5,0,0
,267,0,0,0,6.8,15.3,0,0
,267,0,0,0,7,11.5,0,0
,267,0.42,0,0,5.4,12.7,0,0
,267,4.58,5.5,6,8.1,13,0,0
,267,0,0,0,5.2,16.8,0,0
,267,0,0,0,3.8,18.7,0,0
,267,5.83,2.5,5.5,6.4,14.7,0,0
,267,3.5,3,7.5,6.1,11.7,0,0
,267,0,0,0,6.6,12.6,0,0
,267,0.42,0.1,0.1,4.8,12.9,0,0
,267,0,0,0,4.8,13.1,0,0
,267,0,0,0,6.6,14.8,0,0
,267,0,0,0,6.3,14.9,0,0
,267,0,0,0,6.2,15.1,0,0
,267,0,0,0,5.1,16,0,0
,267,0,0,0,6.4,15.1,0,0
,267,0,0,0,6.7,13.6,0,0
,267,0,0,0,6.5,14.4,0,0
,267,0,0,0,6.1,17.1,0,0
,267,0,0,0,5,19.3,0,0
,267,0,0,0,4.7,20.1,0,0
,267,0,0,0,4.5,20.7,0,0
,267,0,0,0,7.4,21.5,0,0
,267,0,0,0,5.4,21,0,0
,267,0,0,0,6.9,20.9,0,0
,267,0,0,0,8.1,14.9,0,0
,267,0,0,0,6.5,16.6,0,0
,267,0,0,0,4.4,17.9,0,0
,267,7.67,1.5,2.5,3.9,17.1,0,0
,267,6,1,2.5,5.8,16.4,0,0
,267,0.75,0,0,4.3,19.3,0,0
,267,0,0,0,5,19.1,0,0
,267,1.75,6,6,8.5,16.4,0,0
,267,0,0,0,6.7,15.7,0,0
,267,0.42,0,0,4.8,16,0,0
,267,0,0,0,4.2,17.1,0,0
,267,0,0,0,5.4,18.6,0,0
,267,0,0,0,5.5,20.4,0,0
,267,0,0,0,5.5,21.1,0,0
,267,0,0,0,5.7,20.9,0,0
,267,0,0,0,4.7,21.5,0,0
,267,0,0,0,5,21.8,0,0
,267,4.33,4,5,4.4,20,0,0
,267,0.67,0.1,0.1,4.6,21.8,0,0
,267,0,0,0,7,19.2,0,0
,267,0,0,0,5.3,17.7,0,0
,267,0,0,0,4.9,19.5,0,0
,267,0,0,0,5.4,21.2,0,0
,267,0,0,0,5.3,22.9,0,0
,267,0,0,0,5.4,23.6,0,0
,267,0,0,0,4.8,23.3,0,0
,267,0,0,0,6.2,23.3,0,0
,267,0.92,0,0,5.2,20.5,0,0
,267,0,0,0,6.2,20.5,0,0
,267,0,0,0,5.6,21.7,0,0
,267,0.5,0,0,4,24.2,0,0
,267,10.75,8.5,15.5,5,19.4,0,0
,267,14.58,4,12.5,4.6,17.6,0,0
,267,0,0,0,5.5,20.1,0,0
,267,1.08,0.1,0.1,6.4,21.2,0,0
,267,3.83,4,4.5,4,21.5,0,0
,267,0,0,0,5.5,22.8,0,0
,267,0,0,0,4.9,22.1,0,0
,267,0.33,0,0,6.1,21.5,0,0
,267,0,0,0,5.4,21.8,0,0
,267,0,0,0,5.4,23.1,0,0
,267,0,0,0,4.6,25.5,0,0
,267,0,0,0,5,24.2,0,0
,267,0,0,0,5.3,24.3,0,0
,267,0,0,0,4.2,24.8,0,0
,267,1.83,0,0,5,26,0,0
,267,0.75,0,0,6.3,25.4,0,0
,267,0,0,0,4.9,25.3,0,0
,267,0,0,0,5.7,26.7,0,0
,267,9.17,2.5,3.5,5.2,24.5,0,0
,267,3.42,0.9,1.5,3.6,23.8,0,0
,267,8.5,17,29,6.4,23.1,0,0
,267,0.67,0,0,4.3,25.2,0,0
,267,0,0,0,4.6,26,0,0
,267,0,0,0,4.7,26.2,0,0
,267,0,0,0,4.3,25.9,0,0
,267,4.25,0.5,0.5,4.6,25.3,0,0
,267,21.33,43,92,7.3,24.3,0,0
,267,9.08,53,67.5,6.2,24.7,0,0
,267,4,0.5,0.5,4.9,26.7,0,0
,267,0,0,0,4.1,27.4,0,0
,267,1.95,25,34,5.3,27.6,0,0
,267,10.67,9,16.5,4.8,26.4,0,0
,267,8.17,1.5,4.5,5,26,0,0
,267,11.1,8,32.5,3.1,26.3,0,0
,267,21.08,32,144.5,5.9,24,0,0
,267,2.25,1,1,4.4,26,0,0
,267,3.92,0,0,4.6,27.1,0,0
,267,0,0,0,4,27.6,0,0
,267,0.5,0,0,6,28.7,0,0
,267,15.67,17.5,42.5,5.2,25,0,0
,267,7.08,12.5,22.5,4.3,26.2,0,0
,267,2.17,6.5,7.5,4.3,26.8,0,0
,267,8.83,1,2.5,3.5,26.5,0,0
,267,0,0,0,4.6,28.3,0,0
,267,0,0,0,4.8,29.9,0,0
,267,0,0,0,3.9,29.8,0,0
,267,6.5,0.4,0.5,4,29.3,0,0
,267,8,48,133.5,4.1,27,0,0
,267,3.75,2,3,2.7,26.2,0,0
,267,0,0,0,4.6,29.4,0,0
,267,0,0,0,4.8,28.7,0,0
,267,3.33,3.5,3.5,3.6,27.1,0,0
,267,13.25,2,8.5,3.1,25.5,0,0
,267,0.75,0,0,3.9,27.2,0,0
,267,0,0,0,4.2,27.9,0,0
,267,10.08,2,3.5,3.5,25.7,0,0
,267,3.25,1.5,2,3.3,28.6,0,0
,267,0,0,0,2.5,30,0,0
,267,0,0,0,4.3,30.2,0,0
,267,0,0,0,4.6,30.3,0,0
,267,0.25,0,0,5.3,31.4,0,0
,267,1.33,5,5,4.6,29.8,0,0
,267,0,0,0,5.3,29.2,0,0
,267,0,0,0,5,28.2,0,0
,267,3.83,2,2.5,4,27.6,0,0
,267,21,1.5,5.5,3.4,24.8,0,0
,267,2,0.5,0.5,4.1,27,0,0
,267,0,0,0,3.9,27.8,0,0
,267,1.58,0,0,5,26.3,0,0
,267,10.25,1,1.5,5.7,24.6,0,0
,267,22.42,35.5,93.5,5.5,21.9,0,0
,267,7.92,1.5,2,5.1,23.3,0,0
,267,1.58,0.5,0.5,3.9,24.8,0,0
,267,0.5,0,0,3.7,26.3,0,0
,267,5,0,0,3.3,26.1,0,0
,267,22.75,32.5,124.5,4.7,23.2,0,0
,267,4.42,2.5,5,5.3,25.8,0,0
,267,0,0,0,3.7,27.3,0,0
,267,9.92,16.5,31.5,6.2,27.2,0,0
,267,11.42,6.5,14,7.7,26.5,0,0
,267,0,0,0,5,25.3,0,0
,267,0,0,0,4.9,24.2,0,0
,267,0.75,0,0,2.6,22.7,0,0
,267,5,5.5,9,4.4,21.5,0,0
,267,0,0,0,5.3,19.5,0,0
,267,0,0,0,4.5,19.8,0,0
,267,0,0,0,4.1,22.2,0,0
,267,0,0,0,4.4,23.3,0,0
,267,0,0,0,4.2,23.8,0,0
,267,0,0,0,3.3,23.7,0,0
,267,0,0,0,3.2,24.6,0,0
,267,2.42,0,0,3.3,21.9,0,0
,267,9.67,1,2,2.8,20.6,0,0
,267,0,0,0,3.7,22.4,0,0
,267,0,0,0,3.9,24.3,0,0
,267,0,0,0,3.6,23.8,0,0
,267,4.67,0.4,0.5,2.7,23,0,0
,267,10.33,9,24,3.9,21.2,0,0
,267,0,0,0,4.8,22.1,0,0
,267,0,0,0,4.2,21.4,0,0
,267,0,0,0,3.2,22.4,0,0
,267,0,0,0,5.9,22.6,0,0
,267,0,0,0,5.7,22,0,0
,267,0,0,0,5,23.1,0,0
,267,0,0,0,4.7,21.9,0,0
,267,1.5,8,8,6.8,22.6,0,0
,267,0,0,0,5,19.5,0,0
,267,0,0,0,3,20.3,0,0
,267,0,0,0,4.4,20.6,0,0
,267,0.33,0,0,3.7,21.8,0,0
,267,0.75,0,0,4.6,22.4,0,0
,267,0,0,0,3,23.4,0,0
,267,3.58,0,0,3.3,25.1,0,0
,267,10.25,0.5,0.5,4.3,22.7,0,0
,267,0,0,0,6,19.2,0,0
,267,0,0,0,5.4,17.4,0,0
,267,0,0,0,3.9,20,0,0
,267,10.83,1.1,4,4.3,18.2,0,0
,267,3.5,1,1.5,5.8,22,0,0
,267,0,0,0,5.4,17.6,0,0
,267,0,0,0,4.4,16.7,0,0
,267,0,0,0,3.4,18.7,0,0
,267,3.25,0.5,0.5,4.4,18.9,0,0
,267,1.25,0,0,2.9,21.9,0,0
,267,0,0,0,3.6,23,0,0
,267,0.33,0,0,3,22.5,0,0
,267,3.42,0.3,0.4,3.8,21.4,0,0
,267,10.33,6,20,5.5,15.5,0,0
,267,0,0,0,4.5,11.4,0,0
,267,0,0,0,6.9,12.8,0,0
,267,0,0,0,-9,14.4,0,0
,267,0,0,0,3.8,15.8,0,0
,267,0,0,0,3.9,16.6,0,0
,267,0,0,0,3.1,16.2,0,0
,267,7.75,0.1,0.1,3.8,16.5,0,0
,267,0,0,0,3.4,17,0,0
,267,0,0,0,3.5,17,0,0
,267,0,0,0,3.5,17.6,0,0
,267,0,0,0,7.2,16.3,0,0
,267,0,0,0,3.2,13.7,0,0
,267,0,0,0,3.3,14.4,0,0
,267,0,0,0,3.7,14.4,0,0
,267,0,0,0,3.2,14.5,0,0
,267,0,0,0,2.9,16.9,0,0
,267,0,0,0,5.1,17.2,0,0
,267,0,0,0,7.6,11.5,0,0
,267,0,0,0,4.8,7.7,0,0
,267,0,0,0,4.4,10.4,0,0
,267,0,0,0,3.8,14.4,0,0
,267,0.92,0,1,3.7,15.5,0,0
,267,2.75,0,1.5,5.5,12.3,0,0
,267,0,0,0,4.6,7.8,0,0
,267,0,0,0,3.7,8.4,0,0
,267,0,0,0,3.9,11.4,0,0
,267,0.08,0,0,3.1,14.4,0,0
,267,1.33,0,0,5.6,13.1,0,0
,267,0,0,0,2.5,9.4,0,0
,267,4.75,0,7.5,6.3,9.8,0,0
,267,0,0,0,4.3,5.9,0,0
,267,0,0,0,3.2,5.3,0,0
,267,3.67,0,4.5,4.4,8.4,0,0
,267,0,0,0,5.5,7.5,0,0
,267,0,0,0,6.7,3.2,0,0
,267,0,0,0,3.8,1,0,0
,267,3.5,0,0,4.8,3,0,0
,267,0,0,0,5.7,-2.1,0,0
,267,0,0,0,5.7,-1.6,0,0
,267,2.75,0,0,3.1,-0.4,0,0
,267,0,0,0,2.7,1.3,0,0
,267,1.5,0,0.5,6.1,4.3,0,0
,267,3.67,0,1.2,6.3,0.9,0,0
,267,2.5,0,0,4.9,-0.4,0,0
,267,7.92,0,24,4.1,3,0,0
,267,0,0,0,5.5,3.3,0,0
,267,0,0,0,2.4,2.5,0,0
,267,1.75,0,0.5,2.8,6.4,0,0
,267,0.33,0,0,5.4,3.2,0,0
,267,0,0,0,5.7,-2.4,0,0
,267,1.08,0,0,4.4,-2.2,0,0
,267,0,0,0,3.3,1.9,0,0
,267,5.7,0,4,2.8,4.9,0,0
,267,1.83,0,0.1,6.7,-1.2,0,0
,267,2.17,0,0.1,-9,-4.2,0,0
,267,5.25,0,1.2,3.5,0.2,0,0
,267,0,0,0,3.8,0.7,0,0
,267,0,0,0,4.1,-3.8,0,0
,267,0,0,0,2.6,-0.5,0,0
,267,7.5,0,4.1,6.3,1.1,0,0
,267,0,0,0,6.4,-7,0,0
,267,0,0,0,4,-9.4,0,0
,267,0,0,0,4.2,-8.7,0,0
,267,0,0,0,1.9,-6.6,0,0
,267,1.25,0,0,3.9,-3,0,0
,267,0,0,0,5.7,-5.7,0,0
,267,0,0,0,4.1,-6.7,0,0
,267,12.5,0,3.4,3.9,-1.6,0,0
,267,0,0,0,4.3,-3.9,0,0
,267,4.08,0,0.2,3.5,-3.9,0,0
,267,0,0,0,2.6,-0.9,0,0
,267,0,0,0,3.2,3.4,0,0
,267,0,0,0,2,6.1,0,0
,267,11.17,0,20,5.1,2.9,0,0
,267,0,0,0,4.6,-2.1,0,0
,267,0,0,0,5.8,-3.8,0,0
,267,0,0,0,4.4,-6.9,0,0
,267,2.25,0,0,3,-2.1,0,0
,267,0.42,0,0,3.8,2.1,0,0
,267,6.83,0,0.7,2,1.4,0,0
,267,3.33,0,1,4.8,-0.3,0,0
,267,0,0,0,3.8,-1.3,0,0
,267,0,0,0,4.9,-1.8,0,0
,267,0,0,0,3.5,-4.7,0,0
,267,0,0,0,3.5,-4.7,0,0
,267,0,0,0,3.6,-3,0,0
,267,0,0,0,3.1,-2.8,0,0
,267,0,0,0,2.5,-0.8,0,0
,267,4.5,0,0.9,7.1,1.3,0,0
,267,5.58,0,0.5,6.1,-4.2,0,0
,267,2.08,0,0.3,6.1,-7.5,0,0
,267,0,0,0,4.9,-11.1,0,0
,267,2.08,0,0,3.6,-10.2,0,0
,267,7.83,0,0.4,1.7,-4.4,0,0
,267,0,0,0,2.8,0.6,0,0
,267,1.25,0,0.2,3.3,4.7,0,0
,267,1.25,0,0,2.2,3.5,0,0
,267,0,0,0,3.7,4.5,0,0
,267,0.58,0,0,3.8,2.1,0,0
,267,0,0,0,3.7,1,0,0
,267,0,0,0,3.6,2.2,0,0
,267,0,0,0,3.2,0.4,0,0
,267,6,0,3.3,5.1,0.2,0,0
,267,0,0,0,5.4,-11.7,0,0
,267,0,0,0,7.2,-14.2,0,0
,267,0,0,0,4.8,-14,0,0
,267,0,0,0,4.6,-14.8,0,0
,267,0,0,0,3.4,-9.9,0,0
,267,0,0,0,5.6,-6.3,0,0
,267,0,0,0,6.2,-8.5,0,0
,267,8.67,0,2.9,3.8,-5.3,0,0
,267,0.67,0,0,3.4,-2.6,0,0
,267,0,0,0,3.9,-4,0,0
,267,0,0,0,3.6,-2.4,0,0
,267,3.83,0,0.5,5.7,-7.3,0,0
,267,0,0,0,5.6,-9.5,0,0
,267,0,0,0,5.6,-9.4,0,0
,267,0,0,0,4.9,-10.1,0,0
,267,0,0,0,3.3,-8,0,0
,267,0,0,0,3,-4.4,0,0
,267,0,0,0,3,0.4,0,0
,267,0,0,0,6.3,-0.5,0,0
,267,1,0,0,5.1,-6.1,0,0
,267,2.17,0,0,5.2,-5.8,0,0
,267,0,0,0,5.6,-0.8,0,0
,267,0,0,0,5.4,3.5,0,0
,267,0,0,0,4.4,-0.7,0,0
,267,0,0,0,5.5,-1.1,0,0
,267,0,0,0,5.5,-3,0,0
,267,0,0,0,3.5,-0.4,0,0
,267,0,0,0,3,1.8,0,0
,267,0,0,0,5.8,0.9,0,0
,267,0,0,0,5.2,-0.9,0,0
,267,0.67,0,0.4,5.2,1.3,0,0
,267,2.75,0,3.7,5,4.2,0,0
,267,0,0,0,3.9,2.4,0,0
,267,0,0,0,3.8,1.9,0,0
,267,0,0,0,3.6,3.1,0,0
,267,0,0,0,1.8,4.2,0,0
,267,11.25,0,25,3.7,4.6,0,0
,267,4.25,0,0.5,6.9,-0.2,0,0
,267,0,0,0,3.3,-0.7,0,0
,267,1.17,0,0,3.9,7.9,0,0
,267,13.75,0,11.5,3.5,9.8,0,0
,267,9.92,0,3.5,3.5,5.5,0,0
,267,0,0,0,3.7,4.5,0,0
,267,3.5,0,0.5,3.2,6.4,0,0
,267,10.25,0,4,4.5,4.6,0,0
,267,0,0,0,4.2,4.5,0,0
,267,0,0,0,5.9,4.6,0,0
,267,0,0,0,4.2,6.4,0,0
,267,0,0,0,4.2,8,0,0
,267,0,0,0,4.3,12.4,0,0
,267,0,0,0,5,17,0,0
,267,13.5,0,27,4.8,12.4,0,0
,267,0,0,0,3.1,7.1,0,0
,267,0,0,0,3.8,6.6,0,0
,267,7.42,0,0.5,2.9,8.2,0,0
,267,13.5,0,1,4.2,8,0,0
,267,0,0,0,4.8,4.7,0,0
,267,8.33,0,1,3.3,2.1,0,0
,267,0,0,0,5,4.9,0,0
,267,0,0,0,4.2,6.1,0,0
,267,0,0,0,4.4,7.6,0,0
,267,0,0,0,3.5,9.6,0,0
,267,0,0,0,4.4,11,0,0
,267,0,0,0,3.9,13.3,0,0
,267,0,0,0,4.8,14,0,0
,267,0,0,0,4,15.4,0,0
,267,0,0,0,3.8,14.8,0,0
,267,0,0,0,4.5,14,0,0
,267,0,0,0,3.5,15.6,0,0
,267,0,0,0,4.5,18.4,0,0
,267,2.92,0.1,0.1,4.4,17.8,0,0
,267,6.5,8,18.5,5.1,13.4,0,0
,267,19.67,3,10.5,3.5,7.6,0,0
,267,5.42,2.5,6.5,5.7,5.8,0,0
,267,2.58,0.2,0.2,6,4.2,0,0
,267,6.5,2.5,3,3.6,3.9,0,0
,267,0,0,0,2.9,7.9,0,0
,267,2.58,4.5,5,8.8,15.1,0,0
,267,0,0,0,6.1,12.6,0,0
,267,0,0,0,6.2,13.3,0,0
,267,0,0,0,3.7,14.6,0,0
,267,13.33,2.5,9,4.1,9,0,0
,267,0,0,0,4.9,9.5,0,0
,267,0,0,0,4.7,11.6,0,0
,267,0,0,0,5.5,12.9,0,0
,267,0,0,0,3.9,12.4,0,0
,267,0,0,0,5.1,14,0,0
,267,0,0,0,3.6,18.4,0,0
,267,0,0,0,4.6,18.7,0,0
,267,14.5,4.5,15.5,2.9,15.5,0,0
